проблема,0.00006472462599523826
создание,0.00006219449828497386
собрание,0.00003922099937739896
командир,0.000038118005634206016
компания,0.00003531898263711423
личность,0.000035298544270572235
качество,0.0000345503644451202
писатель,0.000034164101919145636
государь,0.00003041787525558308
художник,0.00003035323448178043
документ,0.00002900427000190988
праздник,0.000026752401127125623
организм,0.00002246347609889028
интервью,0.000022062490199861764
убийство,0.000021582947356446716
единство,0.00002073273713877872
знакомый,0.000020668677550754515
молчание,0.000019830833674927884
кладбище,0.000018364243651119753
крепость,0.000017444775461520346
участник,0.000017011275446997693
водитель,0.00001624924402715938
операция,0.000016040436892203474
памятник,0.00001552844450949189
мудрость,0.000012793707117115922
работник,0.00001276513214967569
страшное,0.000012337540857233898
послание,0.000011638535806258109
советник,0.000011576639520853675
методика,0.000011561044369132058
приятель,0.000010743057674068977
важность,0.000010666082846523765
девчонка,0.000010661756241284228
фрагмент,0.000010423276343528803
рукопись,0.000010265387540384473
редакция,0.000009876509678406904
сценарий,0.000009692790396220556
глупость,0.000009601899398091458
вечность,0.000009562314188959567
жидкость,0.000009518660679378557
верность,0.000009482045975336499
близость,0.000009327999455949668
отчаяние,0.000008772192123163063
сентябрь,0.000008686596373237579
трагедия,0.000008588279112383899
эволюция,0.000008284060645466543
духовная,0.000008070894617172294
прощание,0.0000080005388498816
редкость,0.000007963698129147922
приятное,0.000007874550688354161
персонал,0.000007772584872335799
вероника,0.000007760767428174076
мужество,0.000007750273796063255
привычка,0.000007653635516347308
взрослый,0.00000758347347764943
чудовище,0.0000074591642972597215
алгоритм,0.000007142159743216565
лестница,0.000007095923185731354
продавец,0.0000070541746739796945
персонаж,0.000007023985301599337
красивое,0.000006730195890595193
летопись,0.000006643437769112818
аргумент,0.00000643679393677668
прозвище,0.000006352812591791322
дежурный,0.000006186625747254743
ревность,0.000006038746254739194
польский,0.000005920184355936335
гипотеза,0.000005593557948450027
портфель,0.0000055903291385697755
запястье,0.0000054997287333299
бедность,0.000005056736017759305
старичок,0.0000049025926340760666
покрытие,0.0000048222921323541955
грузовик,0.000004819257051066759
больница,0.000004680030769030286
смертный,0.000004647871822622975
интервал,0.000004641898524344508
любезный,0.000004640800728985222
сударыня,0.000004633665059149865
издатель,0.000004616035757203688
музыкант,0.0000046053161084012515
гармония,0.000004589494939988016
дипломат,0.00000458826799223352
легкость,0.0000044218551310053235
носитель,0.000004384562376888412
разность,0.000004304939925241393
стрельба,0.000004248661769028599
любовник,0.000004122705895599962
исповедь,0.000004075758999941095
комбинат,0.0000039511915147609675
псалтирь,0.0000037870711085477503
звучание,0.0000037525874190266575
манифест,0.000003731277273816993
гибкость,0.0000036635045544305006
разумное,0.0000036345744179034413
прогулка,0.0000036311195913315713
служащий,0.0000036037715716458355
безумный,0.000003578037956900226
виноград,0.000003550915953906108
подружка,0.0000035287340300287756
богатырь,0.00000333632924926455
промысел,0.000003315890882722554
доктрина,0.0000032957753971685827
голубчик,0.000003241369950686334
туловище,0.000003225839375162321
заповедь,0.0000031384354917038954
покаяние,0.0000031355295628116687
родитель,0.000003069920146044945
товарный,0.0000030180977474668976
пьянство,0.0000029005690678257194
прислуга,0.000002866569699786664
взрослая,0.0000028085802743373354
жадность,0.000002803737059516957
обезьяна,0.0000027690273533042467
прощанье,0.0000027684138794269987
километр,0.000002737417304576578
грубость,0.0000026699028899805053
медальон,0.000002647204356522333
крестный,0.000002592605181447269
смертная,0.000002573748931746596
приданое,0.000002543398118872226
дерзость,0.000002541170240054852
раздумье,0.000002536327025234474
погибель,0.000002530999488932058
бедняжка,0.0000024962574946205447
царствие,0.000002466423291327015
прическа,0.000002455154744844935
полумрак,0.000002455154744844935
техникум,0.0000024337154472400605
соперник,0.0000023991026053237572
мерзость,0.0000023980048099644717
пристань,0.000002397294471790816
щедрость,0.000002395066592973442
тропинка,0.0000023598725652786937
колдунья,0.00000233972479162592
наглость,0.0000023384978438714246
инвестор,0.0000023344618315211095
бумажник,0.0000023254857400540085
стражник,0.0000023161544795000795
электрон,0.000002290065695667642
желающий,0.0000022814124851885662
безумная,0.000002270660548287327
закрытие,0.0000022643320809220326
верующий,0.0000022498024364608977
брюнетка,0.000002239663973436906
доблесть,0.0000021972696997091953
губерния,0.000002197237411610393
павильон,0.0000021622371125084592
монархия,0.0000021486761110114003
проекция,0.000002141475864978438
мягкость,0.0000021398291719395093
трибунал,0.0000021353734143047614
луковица,0.000002116194283616064
полемика,0.00000210347277268787
петрушка,0.0000020977254911010215
гостиная,0.000002087425587583017
нотариус,0.0000020521024074930585
верхушка,0.000002026497945142659
доченька,0.0000020101278790497806
проезжая,0.0000018955051283008291
мельница,0.0000018940521638547155
интеграл,0.0000018903390324924256
членство,0.0000018808463314444842
норматив,0.0000018719993923725934
спиртное,0.0000018445222202916476
вскрытие,0.0000018407445127317525
распятие,0.000001825795122986185
садовник,0.000001819724960411311
выдержка,0.000001796251512581878
цитадель,0.000001746237247536772
уставший,0.0000017403285254559105
демократ,0.0000017236355783750069
объектив,0.0000017212139709648177
спутница,0.0000017089122053210572
апельсин,0.000001694285696563515
женитьба,0.000001691444343868893
дизайнер,0.0000016897330746323592
зрелость,0.0000016598342951412243
заклятие,0.000001656282604272947
приемная,0.0000016340361041980097
застолье,0.0000015740125285241222
входящий,0.0000015498933187186385
сердитый,0.0000015342981669970207
грустное,0.000001478794925155486
прилавок,0.000001475501539077629
пехотный,0.0000014597772349608009
романтик,0.0000014579045252302547
резкость,0.0000014508011434937
сидевшая,0.0000014345602297960317
шимпанзе,0.0000014210315163977751
дежурная,0.0000014099244104097078
платочек,0.0000014091172079396446
пожарный,0.0000014076319553947286
терминал,0.000001398365271038405
платьице,0.000001388775705694056
вязкость,0.0000013517089682687615
буратино,0.0000013458971104843076
карусель,0.000001316773245364433
повестка,0.0000013166763810680256
сапожник,0.0000013052786821907355
хрусталь,0.0000012996282649002942
говядина,0.0000012915562401996638
футболка,0.0000012897481066667226
украинец,0.0000012633041537474574
уборщица,0.0000012605919534480457
соратник,0.0000012480318830138648
алчность,0.0000012462237494809236
посланец,0.000001235536388777289
мавзолей,0.0000012292079214119948
эмигрант,0.0000012110942979837802
живность,0.000001205831337878969
вельможа,0.0000012049918473101035
сокрытие,0.0000011814861113818678
слушание,0.000001174124424854893
эскадрон,0.00000113234362500443
приезжая,0.0000011264994791211738
штрафной,0.0000011252079551690729
черновик,0.0000011182660139265308
пятнышко,0.0000011132936467109425
митрофан,0.000001096988156815669
девчушка,0.000001096439259136026
спортзал,0.0000010893358773994714
листочек,0.0000010846541030731057
гробница,0.000001084105205393463
отчаянье,0.0000010719648802437148
булыжник,0.0000010715128468604796
нелюбовь,0.0000010686069179682527
духовник,0.0000010671539535221391
поднятие,0.0000010670570892257315
этнограф,0.0000010588559121298911
учащийся,0.000001052107699480164
снегопад,0.0000010504610064412355
нечистый,0.000001047264484659786
предикат,0.0000010469738917705632
благость,0.0000010444554200639664
десятник,0.0000010395476290459833
ровесник,0.0000010275687443902478
привязка,0.0000010231129867554997
цыпленок,0.0000010081635970099322
следопыт,0.0000010039661441656045
солдатик,0.0000010012862319649952
искатель,9.983157268751632e-7
упование,9.982188625787556e-7
градиент,9.889844663212344e-7
замполит,9.704188095097847e-7
листовка,9.639934778480828e-7
фрейлина,9.631216991804148e-7
